,class_names
824,"New-age music,Music,Sonar"
825,"Music,Wedding music"
826,Typing
827,"Singing,Music,Independent music"
828,Alarm
829,"Cello,Double bass,Violin, fiddle,Bowed string instrument"
830,Car alarm
831,"Boat, Water vehicle,Wind,Ship,Wind noise (microphone)"
832,"Singing,Gospel music,Christian music,Crowd,Music,Choir"
833,"Carnatic music,Sitar"
834,"Music,Tap,Speech"
835,"Bathtub (filling or washing),Water"
836,"Guitar,Music,Musical instrument,Harmonic,Plucked string instrument"
837,"Railroad car, train wagon,Train horn,Rail transport,Train"
838,"Cat,Domestic animals, pets,Meow,Caterwaul,Animal"
839,Microwave oven
840,Background music
841,Afrobeat
842,"Chainsaw,Outside, rural or natural"
843,"Wild animals,Speech,Roaring cats (lions, tigers),Animal"
844,"Jackhammer,Speech,Outside, rural or natural"
845,"Disco,Music"
846,Car passing by
847,"Wild animals,Roaring cats (lions, tigers),Animal"
848,"Music,Pant,Speech"
849,"Sniff,Speech,Animal"
850,"Meow,Speech"
851,"Cat,Domestic animals, pets,Caterwaul,Animal"
852,"Mains hum,Hum"
853,"Caterwaul,Speech,Animal"
854,"Music,Musical instrument,Pour,Violin, fiddle,Bowed string instrument"
855,"Video game music,Music"
856,"Speech,Speech synthesizer"
857,"Music,Happy music"
858,"Electric shaver, electric razor"
859,Fire
860,"Domestic animals, pets,Dog,Animal,Whimper (dog)"
861,"Pulleys,Mechanisms"
862,Cacophony
863,"Music,Spray"
864,"Rodents, rats, mice"
865,Female singing
866,"Crumpling, crinkling,Inside, small room"
867,Accordion
868,"Brass instrument,Saxophone"
869,"Wind instrument, woodwind instrument,Flute"
870,Bicycle bell
871,"Music,Male singing,Female singing"
872,White noise
873,"Conversation,Music,Speech"
874,"Snicker,Speech"
875,"Music,Tambourine,Speech"
876,"Telephone bell ringing,Speech"
877,"Traditional music,Music,Happy music"
878,"Gurgling,Speech,Stream"
879,"Music,Knock,Inside, small room"
880,"Music,Squeak"
881,"Video game music,Music"
882,"Crowd,Cheering,Children shouting"
883,"Cymbal,Hi-hat"
884,"Music,Male singing"
885,"Funk,Music"
886,Chop
887,Speech synthesizer
888,Scrape
889,"Music,Flap"
890,"Boat, Water vehicle,Waves, surf,Wind,Ocean,Sailboat, sailing ship,Wind noise (microphone)"
891,A capella
892,Alarm clock
893,"Electric shaver, electric razor,Speech"
894,"Crackle,Clatter"
895,"Laughter,Snicker,Speech"
896,"Truck,Vehicle,Air brake"
897,"Tap,Knock"
898,"Scratch,Speech"
899,Afrobeat
900,"Dental drill, dentist's drill"
901,Arrow
902,"Harpsichord,Keyboard (musical)"
903,"Male speech, man speaking,Speech,Breathing"
904,"Music,Happy music"
905,"Buzz,Speech"
906,Punk rock
907,"Breaking,Speech"
908,"Electric shaver, electric razor,Speech,Inside, small room"
909,"Disco,Music"
910,"Music,Female singing"
911,"Meow,Speech"
912,"Fire,Wind,Wind noise (microphone)"
913,"Didgeridoo,Music,Musical instrument"
914,"Echo,Music"
915,"Engine,Accelerating, revving, vroom,Vehicle,Car,Medium engine (mid frequency),Engine starting"
916,"Cello,Double bass,Bowed string instrument"
917,"Music,Angry music"
918,"Pump (liquid),Water"
919,"Horse,Neigh, whinny,Speech,Animal"
920,Tap
921,"Music,Synthetic singing"
922,"Singing,Music,A capella"
923,"Power windows, electric windows,Speech"
924,"Heart sounds, heartbeat"
925,"Music,Female singing"
926,"Clicking,Speech"
927,"Throbbing,Hum"
928,Alarm clock
929,"Basketball bounce,Speech"
930,Theremin
931,"Tearing,Speech,Inside, small room"
932,"Heavy metal,Music"
933,"Music,Quack,Duck"
934,"Music,Thunk"
935,"Music,Shuffle"
936,"Wood block,Percussion"
937,"Music,Synthetic singing"
938,"Singing,Music,Roll"
939,"Silence,Speech"
940,"Music,Speech,Vibraphone,Inside, small room"
941,"Eruption,Speech,Inside, large room or hall"
942,Baby laughter
943,"Bass guitar,Guitar,Acoustic guitar,Music,Musical instrument,Plucked string instrument"
944,"Music,Radio,Speech"
945,"Steam whistle,Steam,Hiss"
946,"Grunt,Speech"
947,"Insect,Mosquito,Fly, housefly"
948,"Music,Sad music"
949,Arrow
950,"Sanding,Rub"
951,"Crack,Speech"
952,"Singing,Music,A capella"
953,Synthetic singing
954,"Idling,Truck,Speech,Medium engine (mid frequency)"
955,"Applause,Music,Speech"
956,"Chant,Music"
957,Clatter
958,"Power windows, electric windows"
959,Stream
960,"Music,Female singing"
961,Banjo
962,Female singing
963,"Opera,Classical music"
964,"Basketball bounce,Speech"
965,Printer
966,"Silence,Knock,Outside, urban or manmade"
967,Tick
968,"Guitar,Acoustic guitar,Music,Musical instrument,Strum,Speech,Plucked string instrument"
969,"Burping, eructation,Music,Speech"
970,"Noise,White noise"
971,Ringtone
972,Singing bowl
973,"Slap, smack"
974,"Gunshot, gunfire,Cap gun"
975,"Music,Scary music"
976,"Vehicle,Air brake,Car"
977,"Clip-clop,Speech,Animal"
978,"Cash register,Speech"
979,Toothbrush
980,"Video game music,Music,Soundtrack music"
981,"Guitar,Heavy metal,Musical instrument,Chorus effect,Progressive rock"
982,"Stomach rumble,Music,Speech"
983,"Reverberation,Effects unit,Guitar,Music,Musical instrument,Plucked string instrument"
984,Crack
985,"Explosion,Eruption,Burst, pop"
986,"Boat, Water vehicle,Wind,Ship,Wind noise (microphone)"
987,"Spray,Speech"
988,Crackle
989,"Music,Lullaby"
990,"Drip,Speech"
991,Rustle
992,"Filing (rasp),Rub,Wood"
993,"Pump (liquid),Water"
994,Ding
995,"Insect,Cricket"
996,"Bird,Bird vocalization, bird call, bird song,Coo,Pigeon, dove"
997,"Horse,Clip-clop,Speech,Animal"
998,"Crowd,Children shouting"
999,"Basketball bounce,Speech"
1000,"Gargling,Speech"
1001,"Music,Sad music"
1002,"Single-lens reflex camera,Speech"
1003,"Cat,Music,Domestic animals, pets,Meow,Caterwaul,Speech,Animal"
1004,"Whale vocalization,Animal"
1005,Scratching (performance technique)
1006,"Speech,Fire alarm"
1007,"Splinter,Wood"
1008,"Horse,Neigh, whinny,Speech,Animal"
1009,"Turkey,Fowl,Gobble"
1010,Stream
1011,"Music,Truck,Vehicle,Speech,Air brake"
1012,"Music,Wedding music"
1013,"Music,Male singing"
1014,"Cat,Domestic animals, pets,Caterwaul,Speech,Animal"
1015,"Music,Choir,Female singing"
1016,"Chop,Splinter,Wood"
1017,"Toilet flush,Water"
1018,"Bird,Bird vocalization, bird call, bird song,Chirp, tweet,Coo,Pigeon, dove"
1019,"Music,Sad music"
1020,Singing bowl
1021,"Music,Exciting music"
1022,"Music,Speech,Tender music"
1023,"Laughter,Speech,Clapping"
1024,"Liquid,Music,Speech"
1025,Boom
1026,"Pink noise,Outside, rural or natural"
1027,"Biting,Child speech, kid speaking"
1028,Tuning fork
1029,"Effects unit,Music,Musical instrument,Chorus effect,Speech,Inside, small room"
1030,Vacuum cleaner
1031,"Carnatic music,Folk music,Music"
1032,"Singing,Gospel music,Music of Asia,Music,Song"
1033,"Electric guitar,Guitar,Acoustic guitar,Music,Musical instrument,Strum,Plucked string instrument"
1034,"Theme music,Music"
1035,"Disco,Music,Dance music"
1036,"Fill (with liquid),Pump (liquid),Inside, small room"
1037,Rattle
1038,"Music,Male singing"
1039,"Scratching (performance technique),Music"
1040,"Whoosh, swoosh, swish"
1041,Vacuum cleaner
1042,Crunch
1043,"Gurgling,Speech"
1044,"Chuckle, chortle,Gargling"
1045,"Speech,White noise"
1046,Static
1047,Coin (dropping)
1048,"Speech,Children playing"
1049,Car passing by
1050,"Singing,Yell"
1051,Drum machine
1052,"Gurgling,Speech"
1053,"Music,Bleat"
1054,Chop
1055,Patter
1056,"Domestic animals, pets,Biting,Dog,Inside, small room"
1057,"Music,Single-lens reflex camera,Speech"
1058,"Music,Trance music"
1059,"Music,Speech,Happy music"
1060,"Speech,Growling"
1061,"Explosion,Music,Eruption"
1062,"Electric piano,Keyboard (musical),Piano"
1063,"Glass,Music"
1064,"Smash, crash"
1065,"Rain,Thunderstorm,Thunder"
1066,"Music,Punk rock"
1067,"Music,Speech,Inside, public space,Outside, urban or manmade"
1068,Clatter
1069,"Cat,Domestic animals, pets,Meow,Caterwaul,Animal"
1070,A capella
1071,Shatter
1072,"Truck,Vehicle,Air brake"
1073,Printer
1074,"Vehicle,Traffic noise, roadway noise"
1075,Raindrop
1076,"Knock,Speech"
1077,Cough
1078,A capella
1079,"Speech,Microwave oven,Inside, small room"
1080,"Chink, clink"
1081,"Domestic animals, pets,Bow-wow,Dog,Animal,Whimper (dog)"
1082,Stream
1083,"Disco,Music"
1084,"Wild animals,Speech,Roaring cats (lions, tigers),Animal"
1085,"Wind instrument, woodwind instrument,Flute"
1086,"Snake,Hiss"
1087,"Laughter,Female speech, woman speaking,Music,Chuckle, chortle,Speech"
1088,"Music,Tender music"
1089,"Christmas music,Music"
1090,"Music,Happy music"
1091,"Music,Zing"
1092,"Guitar,Music,Musical instrument,Strum,Plucked string instrument"
1093,"Skateboard,Walk, footsteps"
1094,Gurgling
1095,"Music,Gurgling,Speech"
1096,Applause
1097,"Zither,Pizzicato"
1098,"Music,Bang,Speech"
1099,"Guitar,Music,Musical instrument,Strum,Plucked string instrument"
1100,"Speech,Baby cry, infant cry"
1101,"Music,Rattle (instrument)"
1102,"Sink (filling or washing),Water tap, faucet,Liquid,Water,Speech"
1103,Vibration
1104,"Music,Rapping,Middle Eastern music,Zing"
1105,"Firecracker,Speech,Outside, rural or natural"
1106,Knock
1107,"Marimba, xylophone,Glockenspiel,Mallet percussion"
1108,"Snicker,Speech"
1109,"Music,Child singing"
1110,"Music,Thump, thud,Speech,Sound effect"
1111,"Heart sounds, heartbeat,Heart murmur,Music"
1112,"Aircraft engine,Rumble,Vehicle,Fixed-wing aircraft, airplane,Aircraft"
1113,Stream
1114,"Brass instrument,French horn"
1115,"Applause,Speech"
1116,"Wind instrument, woodwind instrument,Flute"
1117,Knock
1118,"Smoke detector, smoke alarm,Fire alarm"
1119,"Flamenco,Music,Steel guitar, slide guitar"
1120,Flap
1121,"Slosh,Speech,Outside, rural or natural"
1122,Tubular bells
1123,Raindrop
1124,"Music,Wedding music"
1125,Vibration
1126,"Marimba, xylophone,Glockenspiel,Mallet percussion"
1127,"Music,Psychedelic rock"
1128,"Cupboard open or close,Speech"
1129,"Mantra,Chant,Music"
1130,"Electric guitar,Guitar,Music,Musical instrument,Strum,Plucked string instrument"
1131,"Music,Sad music"
1132,"Music,Speech,Child singing"
1133,Clatter
1134,"Hiccup,Speech"
1135,"Crowd,Battle cry,Cheering"
1136,Rumble
1137,"Slap, smack"
1138,"Music,Plop"
1139,"Music,Music for children,Speech"
1140,"Singing,Music,Shout"
1141,Toothbrush
1142,"Sink (filling or washing),Water tap, faucet,Water"
1143,"Chatter,Speech,Inside, large room or hall"
1144,"Applause,Speech,Clapping"
1145,"Music,Child singing"
1146,"Fusillade,Speech"
1147,"Traffic noise, roadway noise"
1148,"Rumble,Vehicle,Outside, rural or natural"
1149,Crunch
1150,"Country,Music,Tap"
1151,Waterfall
1152,"Music,Single-lens reflex camera,Speech"
1153,"Music,Roll,Rock and roll,Speech"
1154,Car passing by
1155,Grunge
1156,"Zipper (clothing),Speech"
1157,"Shuffling cards,Speech"
1158,"Narration, monologue,Speech"
1159,"Marimba, xylophone,Glockenspiel,Mallet percussion"
1160,"Music,Lullaby"
1161,"Rodents, rats, mice"
1162,"Music,Grunge"
1163,"Stream,Gush"
1164,Sneeze
1165,"Drum and bass,Music"
1166,"Cat,Caterwaul,Speech,Animal"
1167,"Music,Ukulele"
1168,"Music,Quack,Speech"
1169,"Music,Trance music,Electronica"
1170,"Music,Quack,Duck,Speech"
1171,"Clatter,Rattle"
1172,"Smoke detector, smoke alarm"
1173,"Cash register,Speech"
1174,"Music,Funny music"
1175,Drum and bass
1176,"Music,Synthesizer"
1177,"Vehicle,Speech,Air brake"
1178,"Boat, Water vehicle,Motorboat, speedboat"
1179,"Music,Slosh,Speech,Outside, urban or manmade"
1180,"Traditional music,Music"
1181,"Run,Speech"
1182,"Bee, wasp, etc.,Insect,Fly, housefly"
1183,"Music,Child singing"
1184,Bicycle bell
1185,Writing
1186,Fusillade
1187,"Music,Television"
1188,"Squeal,Speech,Inside, small room"
1189,"Cough,Speech,Throat clearing,Child speech, kid speaking"
1190,"Domestic animals, pets,Yip,Bow-wow,Speech,Dog,Animal"
1191,"Lawn mower,Engine,Speech"
1192,"Speech,Breathing"
1193,"Chop,Wood"
1194,"Crack,Burst, pop,Speech"
1195,"Music,Vehicle,Speech,Air brake,Car"
1196,"Banjo,Music"
1197,"Crowd,Male speech, man speaking,Speech"
1198,"Music,Hands"
1199,"Whir,Speech"
1200,"Engine knocking,Speech"
1201,"Domestic animals, pets,Pig,Animal"
1202,"Music,Gasp"
1203,Glass
1204,"Roar,Speech,Inside, small room"
1205,"Mantra,Music"
1206,"Music,Harmonic"
1207,"Gurgling,Speech"
1208,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
1209,"Fowl,Honk,Goose"
1210,"Speech,Baby laughter"
1211,"Music,Tender music"
1212,"Door,Slam,Speech"
1213,"Music,Sigh"
1214,"Heart murmur,Speech,Outside, rural or natural"
1215,"Jingle (music),Music"
1216,"Traditional music,Music"
1217,"Music,Single-lens reflex camera,Speech"
1218,"Heart sounds, heartbeat,Throbbing"
1219,"Harp,Pizzicato"
1220,"Tapping (guitar technique),Effects unit,Guitar,Music,Musical instrument,Plucked string instrument"
1221,"Mantra,Music"
1222,Clatter
1223,"Vehicle,Air brake"
1224,"Cough,Speech"
1225,"Wail, moan"
1226,"Idling,Vehicle,Outside, rural or natural"
1227,"Didgeridoo,Music"
1228,"Busy signal,Telephone"
1229,"Horse,Music,Speech,Animal,Outside, rural or natural"
1230,"Theme music,Music"
1231,"Hum,Static"
1232,"Music,Speech,Male singing"
1233,"Harp,Bowed string instrument"
1234,"Walk, footsteps"
1235,"Shatter,Speech"
1236,"Speech,Breathing"
1237,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Train wheels squealing"
1238,"Speech,Sewing machine"
1239,"Bell,Music,Inside, small room"
1240,Female singing
1241,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal"
1242,"Neigh, whinny,Speech"
1243,"Drum and bass,Electronic music,Music,Electronic dance music,Dance music"
1244,"Jazz,Music"
1245,"Music,Sheep,Bleat,Speech"
1246,"Mantra,Chant,Vocal music"
1247,"Walk, footsteps,Speech"
1248,"Music,Steelpan"
1249,"Music,Shuffle,Speech"
1250,"Radio,Speech"
1251,"Basketball bounce,Music,Speech,Inside, large room or hall"
1252,"Bird,Bird vocalization, bird call, bird song,Environmental noise,Chirp, tweet"
1253,"Computer keyboard,Music,Synthesizer"
1254,"Cutlery, silverware,Dishes, pots, and pans"
1255,"Boat, Water vehicle,Wind,Sailboat, sailing ship,Wind noise (microphone)"
1256,"Sink (filling or washing),Water tap, faucet,Water"
1257,"Dental drill, dentist's drill,Speech,Inside, small room"
1258,"Guitar,Acoustic guitar,Music,Musical instrument,Strum,Speech,Plucked string instrument"
1259,"Guitar,Music,Musical instrument,Roll,Rock and roll,Speech,Plucked string instrument"
1260,"Bird,Environmental noise,Duck"
1261,"Domestic animals, pets,Animal,Whimper (dog)"
1262,"Sawing,Rub,Wood"
1263,"Laughter,Speech,Baby laughter,Inside, small room"
1264,Pump (liquid)
1265,"Gurgling,Speech"
1266,"Music,Television"
1267,"Music,Music of Bollywood"
1268,"Conversation,Music,Speech"
1269,Lawn mower
1270,"Rattle,Outside, urban or manmade"
1271,"Shuffling cards,Speech"
1272,"Hoot,Owl"
1273,"Motor vehicle (road),Vehicle,Speech,Traffic noise, roadway noise,Car"
1274,"Music,Shuffle"
1275,"Ringtone,Music"
1276,"Pig,Grunt,Speech,Animal"
1277,"Music,Synthetic singing"
1278,"Music,Opera"
1279,"Motor vehicle (road),Vibration,Engine,Vehicle,Engine starting"
1280,"Sliding door,Speech"
1281,Patter
1282,"Horse,Music,Neigh, whinny,Speech"
1283,"Firecracker,Machine gun"
1284,Ding
1285,"Dental drill, dentist's drill,Speech"
1286,Chop
1287,Toothbrush
1288,Babbling
1289,"Electronic music,Music,Ambient music"
1290,Aircraft engine
1291,"Bicycle,Music,Bicycle bell"
1292,"Video game music,Music"
1293,"Singing,Yell"
1294,"Brass instrument,Trumpet"
1295,"Breaking,Speech,Inside, small room"
1296,Biting
1297,"Christmas music,Christian music,Music"
1298,"Horse,Neigh, whinny,Animal"
1299,"Rustling leaves,Wind noise (microphone)"
1300,"Music of Asia,Music"
1301,"Harpsichord,Keyboard (musical)"
1302,"Music,Thump, thud,Speech"
1303,Groan
1304,"Gurgling,Speech"
1305,"Train whistle,Rail transport,Train"
1306,"Sine wave,Chirp tone"
1307,"Music,Sitar"
1308,"Jazz,Music,Dance music"
1309,"Burst, pop"
1310,"Zither,Pizzicato"
1311,Typing
1312,"Run,Speech"
1313,"Reverberation,Music"
1314,"Music,Speech,Sewing machine"
1315,"Slap, smack"
1316,"Vehicle,Speech,Car,Outside, rural or natural,Engine starting"
1317,"Music,Hubbub, speech noise, speech babble,Speech,Inside, large room or hall"
1318,"Music,Musical instrument,Theremin"
1319,"Crowd,Cheering,Children shouting"
1320,"Creak,Gears,Mechanisms"
1321,"Boat, Water vehicle,Motorboat, speedboat"
1322,"Music,Funny music"
1323,"Music,Male singing"
1324,"Smash, crash,Whack, thwack"
1325,"Engine,Engine starting"
1326,"Thunk,Outside, rural or natural"
1327,Hands
1328,"Music,Rhythm and blues,Soundtrack music"
1329,"Wind instrument, woodwind instrument,Flute"
1330,Jingle bell
1331,"Croak,Frog"
1332,Shuffle
1333,"Flamenco,Music"
1334,"Croak,Frog"
1335,"Electric shaver, electric razor"
1336,Conversation
1337,"Didgeridoo,Music"
1338,"Stomach rumble,Music"
1339,"Jazz,Music,Pop music"
1340,"Speech,Microwave oven"
1341,"Vehicle,Speech,Air brake"
1342,"Music,Ding-dong,Animal"
1343,"Squeak,Speech"
1344,"Singing,Music,Maraca"
1345,Shuffle
1346,"Music,Television"
1347,Waterfall
1348,"Motorcycle,Vehicle,Speech"
1349,Squish
1350,Eruption
1351,"Busy signal,Music,Telephone,Speech"
1352,"Music,Vibraphone"
1353,"Jazz,Music"
1354,"Blues,Music"
1355,Breaking
1356,"Howl,Animal,Inside, small room"
1357,"Vehicle,Speech synthesizer,Car"
1358,"Pig,Speech,Animal,Child speech, kid speaking,Oink"
1359,"Music,Soul music"
1360,"Timpani,Music"
1361,"Turkey,Fowl,Gobble"
1362,"Traditional music,Music"
1363,"Computer keyboard,Typing,Speech"
1364,"Speech,Typewriter"
1365,"Turkey,Fowl"
1366,"Guitar,Acoustic guitar,Music,Musical instrument,Strum,Plucked string instrument"
1367,"Music,Television"
1368,"Music,Shuffle"
1369,"Music,Radio"
1370,"Music,Television,Speech"
1371,"Music,Boom,Speech"
1372,"Crack,Groan,Speech"
1373,"Rattle (instrument),Rattle,Inside, small room"
1374,"Music,Rapping"
1375,"Steam whistle,Hiss"
1376,Buzzer
1377,"Boat, Water vehicle,Waves, surf,Wind,Ocean,Sailboat, sailing ship,Wind noise (microphone)"
1378,"Engine,Heavy engine (low frequency)"
1379,"Carnatic music,Music of Asia,Music,Musical instrument,Classical music"
1380,"Telephone dialing, DTMF,Speech,Inside, small room"
1381,"Belly laugh,Speech,Inside, small room"
1382,"Swing music,Disco,Music"
1383,"Grunt,Inside, small room"
1384,"Music,Roll,Rock and roll"
1385,"Sizzle,Stir"
1386,"Cat,Music,Domestic animals, pets,Caterwaul,Animal"
1387,"Whir,Medium engine (mid frequency)"
1388,"Cat,Purr,Domestic animals, pets,Animal"
1389,"Trickle, dribble"
1390,"Music,Shout"
1391,"Bass guitar,Tapping (guitar technique),Guitar,Music,Musical instrument,Plucked string instrument"
1392,"Vehicle,Speech,Tire squeal,Car,Race car, auto racing"
1393,"Water tap, faucet,Pump (liquid),Water"
1394,"Disco,Jazz,Music,Pop music,Dance music"
1395,"Fowl,Crowing, cock-a-doodle-doo,Chicken, rooster"
1396,"Television,Speech"
1397,"Dial tone,Telephone"
1398,"Music,Radio,Speech"
1399,"Music,Radio"
1400,"Heart sounds, heartbeat,Throbbing,Hum"
1401,"Speech,Crumpling, crinkling,Inside, small room"
1402,Vacuum cleaner
1403,Clatter
1404,Shatter
1405,"Breaking,Speech"
1406,"Engine,Vehicle,Medium engine (mid frequency),Heavy engine (low frequency)"
1407,"Keys jangling,Vehicle,Car"
1408,"Buzzer,Speech"
1409,"Propeller, airscrew"
1410,"Cat,Purr,Domestic animals, pets,Animal"
1411,"Speech,White noise"
1412,"Bow-wow,Speech,Dog,Animal,Whimper (dog)"
1413,Gong
1414,"Walk, footsteps,Speech"
1415,"Speech,Fireworks"
1416,"Tick,Speech"
1417,"Heart sounds, heartbeat,Throbbing,Hum"
1418,"Knock,Speech"
1419,Whistle
1420,"Beep, bleep"
1421,"Music,Lullaby"
1422,"Jingle, tinkle"
1423,"Chuckle, chortle"
1424,"Music,Rustling leaves,Speech"
1425,"Music,Microwave oven"
1426,Scissors
1427,Car passing by
1428,"Electric shaver, electric razor,Music,Speech"
1429,Scrape
1430,"Creak,Mechanisms"
1431,"Music,Theremin,Inside, small room"
1432,"Whoosh, swoosh, swish,Arrow"
